boom_user_id,friends_count
bm_usr_001271,5
bm_usr_001272,6
bm_usr_001273,4
bm_usr_001274,3
bm_usr_001275,11
bm_usr_001276,3
bm_usr_001277,4
bm_usr_001278,0
bm_usr_001279,10
bm_usr_001280,4
bm_usr_001281,5
bm_usr_001282,2
bm_usr_001283,2
bm_usr_001284,1
bm_usr_001285,2
bm_usr_001286,5
bm_usr_001287,3
bm_usr_001288,6
bm_usr_001289,9
bm_usr_001290,7
bm_usr_001291,5
bm_usr_001292,5
bm_usr_001293,2
bm_usr_001294,5
bm_usr_001295,12
bm_usr_001296,3
bm_usr_001297,3
bm_usr_001298,5
bm_usr_001299,4
bm_usr_001300,4
bm_usr_001301,4
bm_usr_001302,3
bm_usr_001303,3
bm_usr_001304,4
bm_usr_001305,4
bm_usr_001306,1
bm_usr_001307,3
bm_usr_001308,4
bm_usr_001309,3
bm_usr_001310,3
bm_usr_001311,4
bm_usr_001312,4
bm_usr_001313,5
bm_usr_001314,3
bm_usr_001315,1
bm_usr_001316,2
bm_usr_001317,5
bm_usr_001318,4
bm_usr_001319,4
bm_usr_001320,6
bm_usr_001321,2
bm_usr_001322,2
bm_usr_001323,11
bm_usr_001324,5
bm_usr_001325,4
bm_usr_001326,3
bm_usr_001327,8
bm_usr_001328,4
bm_usr_001329,4
bm_usr_001330,2
bm_usr_001331,4
bm_usr_001332,7
bm_usr_001333,2
bm_usr_001334,7
bm_usr_001335,5
bm_usr_001336,3
bm_usr_001337,3
bm_usr_001338,2
bm_usr_001339,6
bm_usr_001340,3
bm_usr_001341,2
bm_usr_001342,4
bm_usr_001343,2
bm_usr_001344,4
bm_usr_001345,3
bm_usr_001346,9
bm_usr_001347,5
bm_usr_001348,3
bm_usr_001349,6
bm_usr_001350,4
bm_usr_001351,4
bm_usr_001352,1
bm_usr_001353,7
bm_usr_001354,1
bm_usr_001355,5
bm_usr_001356,3
bm_usr_001357,4
bm_usr_001358,3
bm_usr_001359,11
bm_usr_001360,4
bm_usr_001361,5
bm_usr_001362,8
bm_usr_001363,4
bm_usr_001364,3
bm_usr_001365,5
bm_usr_001366,4
bm_usr_001367,2
bm_usr_001368,3
bm_usr_001369,4
bm_usr_001370,6
bm_usr_001371,4
bm_usr_001372,5
bm_usr_001373,6
bm_usr_001374,3
bm_usr_001375,9
bm_usr_001376,2
bm_usr_001377,0
bm_usr_001378,2
bm_usr_001379,3
bm_usr_001380,6
bm_usr_001381,4
bm_usr_001382,4
bm_usr_001383,1
bm_usr_001384,2
bm_usr_001385,1
bm_usr_001386,4
bm_usr_001387,4
bm_usr_001388,4
bm_usr_001389,10
bm_usr_001390,2
bm_usr_001391,9
bm_usr_001392,3
bm_usr_001393,4
bm_usr_001394,3
bm_usr_001395,11
bm_usr_001396,2
bm_usr_001397,9
bm_usr_001398,3
bm_usr_001399,3
bm_usr_001400,4
bm_usr_001401,1
bm_usr_001402,11
bm_usr_001403,7
bm_usr_001404,2
bm_usr_001405,0
bm_usr_001406,3
bm_usr_001407,11
bm_usr_001408,5
bm_usr_001409,5
bm_usr_001410,2
bm_usr_001411,5
bm_usr_001412,2
bm_usr_001413,5
bm_usr_001414,2
bm_usr_001415,6
bm_usr_001416,1
bm_usr_001417,5
bm_usr_001418,3
bm_usr_001419,7
bm_usr_001420,14
bm_usr_001421,6
bm_usr_001422,5
bm_usr_001423,6
bm_usr_001424,4
bm_usr_001425,3
bm_usr_001426,6
bm_usr_001427,9
bm_usr_001428,2
bm_usr_001429,4
bm_usr_001430,3
bm_usr_001431,3
bm_usr_001432,4
bm_usr_001433,1
bm_usr_001434,8
bm_usr_001435,5
bm_usr_001436,3
bm_usr_001437,5
bm_usr_001438,1
bm_usr_001439,6
bm_usr_001440,4
bm_usr_001441,5
bm_usr_001442,5
bm_usr_001443,3
bm_usr_001444,2
bm_usr_001445,2
bm_usr_001446,5
bm_usr_001447,6
bm_usr_001448,2
bm_usr_001449,5
bm_usr_001450,1
bm_usr_001451,12
bm_usr_001452,4
bm_usr_001453,2
bm_usr_001454,2
bm_usr_001455,4
bm_usr_001456,4
bm_usr_001457,5
bm_usr_001458,5
bm_usr_001459,1
bm_usr_001460,10
bm_usr_001461,2
bm_usr_001462,8
bm_usr_001463,6
bm_usr_001464,8
bm_usr_001465,4
bm_usr_001466,3
bm_usr_001467,8
bm_usr_001468,3
bm_usr_001469,10
bm_usr_001470,5
bm_usr_001471,4
bm_usr_001472,2
bm_usr_001473,4
bm_usr_001474,4
bm_usr_001475,5
bm_usr_001476,4
bm_usr_001477,1
bm_usr_001478,2
bm_usr_001479,2
bm_usr_001480,4
bm_usr_001481,8
bm_usr_001482,3
bm_usr_001483,6
bm_usr_001484,3
bm_usr_001485,0
bm_usr_001486,7
bm_usr_001487,2
bm_usr_001488,3
bm_usr_001489,7
bm_usr_001490,3
bm_usr_001491,7
bm_usr_001492,1
bm_usr_001493,4
bm_usr_001494,6
bm_usr_001495,3
bm_usr_001496,4
bm_usr_001497,5
bm_usr_001498,3
bm_usr_001499,1
bm_usr_001500,6
bm_usr_001501,5
bm_usr_001502,1
bm_usr_001503,3
bm_usr_001504,4
bm_usr_001505,3
bm_usr_001506,7
bm_usr_001507,2
bm_usr_001508,4
bm_usr_001509,10
bm_usr_001510,2
bm_usr_001511,2
bm_usr_001512,7
bm_usr_001513,1
bm_usr_001514,2
bm_usr_001515,2
bm_usr_001516,5
bm_usr_001517,9
bm_usr_001518,4
bm_usr_001519,4
bm_usr_001520,8
bm_usr_001521,14
bm_usr_001522,3
bm_usr_001523,3
bm_usr_001524,3
bm_usr_001525,6
bm_usr_001526,2
bm_usr_001527,4
bm_usr_001528,4
bm_usr_001529,1
bm_usr_001530,10
bm_usr_001531,1
bm_usr_001532,3
bm_usr_001533,6
bm_usr_001534,4
bm_usr_001535,2
bm_usr_001536,2
bm_usr_001537,7
bm_usr_001538,8
bm_usr_001539,7
bm_usr_001540,4
bm_usr_001541,5
bm_usr_001542,5
bm_usr_001543,3
bm_usr_001544,5
bm_usr_001545,8
bm_usr_001546,3
bm_usr_001547,4
bm_usr_001548,5
bm_usr_001549,6
bm_usr_001550,5
bm_usr_001551,6
bm_usr_001552,9
bm_usr_001553,2
bm_usr_001554,2
bm_usr_001555,4
bm_usr_001556,4
bm_usr_001557,3
bm_usr_001558,3
bm_usr_001559,3
bm_usr_001560,2
bm_usr_001561,3
bm_usr_001562,2
bm_usr_001563,7
bm_usr_001564,5
bm_usr_001565,5
bm_usr_001566,6
bm_usr_001567,1
bm_usr_001568,6
bm_usr_001569,5
bm_usr_001570,3
bm_usr_001571,9
bm_usr_001572,2
bm_usr_001573,4
bm_usr_001574,4
bm_usr_001575,3
bm_usr_001576,5
bm_usr_001577,10
bm_usr_001578,3
bm_usr_001579,2
bm_usr_001580,4
bm_usr_001581,3
bm_usr_001582,0
bm_usr_001583,10
bm_usr_001584,2
bm_usr_001585,5
bm_usr_001586,4
bm_usr_001587,9
bm_usr_001588,4
bm_usr_001589,5
bm_usr_001590,2
bm_usr_001591,13
bm_usr_001592,5
bm_usr_001593,5
bm_usr_001594,6
bm_usr_001595,4
bm_usr_001596,3
bm_usr_001597,4
bm_usr_001598,4
bm_usr_001599,3
bm_usr_001600,5
bm_usr_001601,5
bm_usr_001602,3
bm_usr_001603,7
bm_usr_001604,6
bm_usr_001605,13
bm_usr_001606,6
bm_usr_001607,6
bm_usr_001608,5
bm_usr_001609,4
bm_usr_001610,4
bm_usr_001611,9
bm_usr_001612,7
bm_usr_001613,3
bm_usr_001614,2
bm_usr_001615,5
bm_usr_001616,4
bm_usr_001617,5
bm_usr_001618,9
bm_usr_001619,8
bm_usr_001620,2
bm_usr_001621,4
bm_usr_001622,3
bm_usr_001623,3
bm_usr_001624,4
bm_usr_001625,10
bm_usr_001626,1
bm_usr_001627,2
bm_usr_001628,5
bm_usr_001629,5
bm_usr_001630,1
bm_usr_001631,4
bm_usr_001632,8
bm_usr_001633,9
bm_usr_001634,3
bm_usr_001635,1
bm_usr_001636,2
bm_usr_001637,2
bm_usr_001638,9
bm_usr_001639,6
bm_usr_001640,7
bm_usr_001641,4
bm_usr_001642,2
bm_usr_001643,3
bm_usr_001644,1
bm_usr_001645,8
bm_usr_001646,5
bm_usr_001647,4
bm_usr_001648,0
bm_usr_001649,4
bm_usr_001650,2
bm_usr_001651,0
bm_usr_001652,3
bm_usr_001653,3
bm_usr_001654,4
bm_usr_001655,12
bm_usr_001656,2
bm_usr_001657,3
bm_usr_001658,13
bm_usr_001659,5
bm_usr_001660,10
bm_usr_001661,7
bm_usr_001662,2
bm_usr_001663,2
bm_usr_001664,3
bm_usr_001665,5
bm_usr_001666,11
bm_usr_001667,5
bm_usr_001668,10
bm_usr_001669,4
bm_usr_001670,2
bm_usr_001671,7
bm_usr_001672,8
bm_usr_001673,3
bm_usr_001674,9
bm_usr_001675,4
bm_usr_001676,6
bm_usr_001677,3
bm_usr_001678,1
bm_usr_001679,2
bm_usr_001680,1
bm_usr_001681,5
bm_usr_001682,3
bm_usr_001683,6
bm_usr_001684,7
bm_usr_001685,4
bm_usr_001686,5
bm_usr_001687,9
bm_usr_001688,8
bm_usr_001689,6
bm_usr_001690,3
bm_usr_001691,4
bm_usr_001692,4
bm_usr_001693,1
bm_usr_001694,1
bm_usr_001695,2
bm_usr_001696,6
bm_usr_001697,5
bm_usr_001698,2
bm_usr_001699,6
bm_usr_001700,6
bm_usr_001701,3
bm_usr_001702,3
bm_usr_001703,3
bm_usr_001704,3
bm_usr_001705,2
bm_usr_001706,3
bm_usr_001707,1
bm_usr_001708,1
bm_usr_001709,5
bm_usr_001710,3
bm_usr_001711,3
bm_usr_001712,6
bm_usr_001713,2
bm_usr_001714,4
bm_usr_001715,3
bm_usr_001716,4
bm_usr_001717,2
bm_usr_001718,2
bm_usr_001719,2
bm_usr_001720,3
bm_usr_001721,9
bm_usr_001722,8
bm_usr_001723,2
bm_usr_001724,6
bm_usr_001725,6
bm_usr_001726,4
bm_usr_001727,7
bm_usr_001728,5
bm_usr_001729,7
bm_usr_001730,9
bm_usr_001731,3
bm_usr_001732,4
bm_usr_001733,2
bm_usr_001734,6
bm_usr_001735,10
bm_usr_001736,1
bm_usr_001737,4
bm_usr_001738,2
bm_usr_001739,5
bm_usr_001740,4
bm_usr_001741,0
bm_usr_001742,1
bm_usr_001743,7
bm_usr_001744,3
bm_usr_001745,2
bm_usr_001746,13
bm_usr_001747,6
bm_usr_001748,0
bm_usr_001749,2
bm_usr_001750,0
bm_usr_001751,4
bm_usr_001752,0
bm_usr_001753,6
bm_usr_001754,10
bm_usr_001755,4
bm_usr_001756,7
bm_usr_001757,1
bm_usr_001758,1
bm_usr_001759,2
bm_usr_001760,3
bm_usr_001761,6
bm_usr_001762,6
bm_usr_001763,4
bm_usr_001764,3
bm_usr_001765,5
bm_usr_001766,6
bm_usr_001767,5
bm_usr_001768,4
bm_usr_001769,3
bm_usr_001770,5
bm_usr_001771,4
bm_usr_001772,4
bm_usr_001773,2
bm_usr_001774,2
bm_usr_001775,4
bm_usr_001776,4
bm_usr_001777,4
bm_usr_001778,3
bm_usr_001779,5
bm_usr_001780,7
bm_usr_001781,12
bm_usr_001782,0
bm_usr_001783,1
bm_usr_001784,1
bm_usr_001785,2
bm_usr_001786,2
bm_usr_001787,5
bm_usr_001788,6
bm_usr_001789,4
bm_usr_001790,3
bm_usr_001791,9
bm_usr_001792,10
bm_usr_001793,9
bm_usr_001794,3
bm_usr_001795,1
bm_usr_001796,3
bm_usr_001797,3
bm_usr_001798,1
bm_usr_001799,5
bm_usr_001800,1
bm_usr_001801,5
bm_usr_001802,9
bm_usr_001803,4
bm_usr_001804,4
bm_usr_001805,2
bm_usr_001806,4
bm_usr_001807,4
bm_usr_001808,6
bm_usr_001809,5
bm_usr_001810,5
bm_usr_001811,1
bm_usr_001812,0
bm_usr_001813,0
bm_usr_001814,3
bm_usr_001815,1
bm_usr_001816,8
bm_usr_001817,6
bm_usr_001818,6
bm_usr_001819,2
bm_usr_001820,0
bm_usr_001821,3
bm_usr_001822,4
bm_usr_001823,4
bm_usr_001824,8
bm_usr_001825,8
bm_usr_001826,2
bm_usr_001827,6
bm_usr_001828,3
bm_usr_001829,2
bm_usr_001830,8
bm_usr_001831,4
bm_usr_001832,2
bm_usr_001833,2
bm_usr_001834,5
bm_usr_001835,2
bm_usr_001836,5
bm_usr_001837,6
bm_usr_001838,4
bm_usr_001839,3
bm_usr_001840,8
bm_usr_001841,1
bm_usr_001842,3
bm_usr_001843,4
bm_usr_001844,5
bm_usr_001845,1
bm_usr_001846,5
bm_usr_001847,4
bm_usr_001848,4
bm_usr_001849,4
bm_usr_001850,3
bm_usr_001851,4
bm_usr_001852,4
bm_usr_001853,4
bm_usr_001854,5
bm_usr_001855,8
bm_usr_001856,1
bm_usr_001857,3
bm_usr_001858,3
bm_usr_001859,2
bm_usr_001860,2
bm_usr_001861,4
bm_usr_001862,11
bm_usr_001863,2
bm_usr_001864,3
bm_usr_001865,2
bm_usr_001866,2
bm_usr_001867,5
bm_usr_001868,7
bm_usr_001869,4
bm_usr_001870,4
bm_usr_001871,7
bm_usr_001872,6
bm_usr_001873,1
bm_usr_001874,3
bm_usr_001875,3
bm_usr_001876,2
bm_usr_001877,2
bm_usr_001878,1
bm_usr_001879,4
bm_usr_001880,5
bm_usr_001881,2
bm_usr_001882,3
bm_usr_001883,3
bm_usr_001884,5
bm_usr_001885,3
bm_usr_001886,4
bm_usr_001887,4
bm_usr_001888,6
bm_usr_001889,2
bm_usr_001890,3
bm_usr_001891,1
bm_usr_001892,6
bm_usr_001893,4
bm_usr_001894,5
bm_usr_001895,5
bm_usr_001896,5
bm_usr_001897,0
bm_usr_001898,2
bm_usr_001899,2
bm_usr_001900,4
bm_usr_001901,4
bm_usr_001902,2
bm_usr_001903,3
bm_usr_001904,5
bm_usr_001905,2
bm_usr_001906,3
bm_usr_001907,5
bm_usr_001908,5
bm_usr_001909,6
bm_usr_001910,2
bm_usr_001911,3
bm_usr_001912,6
bm_usr_001913,0
bm_usr_001914,3
bm_usr_001915,6
bm_usr_001916,1
bm_usr_001917,2
bm_usr_001918,4
bm_usr_001919,4
bm_usr_001920,2
bm_usr_001921,4
bm_usr_001922,10
bm_usr_001923,0
bm_usr_001924,2
bm_usr_001925,7
bm_usr_001926,4
bm_usr_001927,5
bm_usr_001928,3
bm_usr_001929,5
bm_usr_001930,4
bm_usr_001931,4
bm_usr_001932,6
bm_usr_001933,8
bm_usr_001934,4
bm_usr_001935,1
bm_usr_001936,8
bm_usr_001937,2
bm_usr_001938,1
bm_usr_001939,3
bm_usr_001940,3
bm_usr_001941,5
bm_usr_001942,2
bm_usr_001943,1
bm_usr_001944,7
bm_usr_001945,7
bm_usr_001946,2
bm_usr_001947,6
bm_usr_001948,3
bm_usr_001949,5
bm_usr_001950,2
bm_usr_001951,7
bm_usr_001952,4
bm_usr_001953,3
bm_usr_001954,3
bm_usr_001955,1
bm_usr_001956,7
bm_usr_001957,3
bm_usr_001958,7
bm_usr_001959,5
bm_usr_001960,5
bm_usr_001961,3
bm_usr_001962,4
bm_usr_001963,5
bm_usr_001964,5
bm_usr_001965,8
bm_usr_001966,6
bm_usr_001967,4
bm_usr_001968,5
bm_usr_001969,2
bm_usr_001970,7
bm_usr_001971,2
bm_usr_001972,2
bm_usr_001973,2
bm_usr_001974,4
bm_usr_001975,5
bm_usr_001976,8
bm_usr_001977,4
bm_usr_001978,6
bm_usr_001979,3
bm_usr_001980,3
bm_usr_001981,4
bm_usr_001982,1
bm_usr_001983,10
bm_usr_001984,3
bm_usr_001985,5
bm_usr_001986,3
bm_usr_001987,5
bm_usr_001988,3
bm_usr_001989,2
bm_usr_001990,3
bm_usr_001991,3
bm_usr_001992,3
bm_usr_001993,3
bm_usr_001994,3
bm_usr_001995,3
bm_usr_001996,6
bm_usr_001997,3
bm_usr_001998,5
bm_usr_001999,13
bm_usr_002000,3
bm_usr_002001,3
bm_usr_002002,0
bm_usr_002003,7
bm_usr_002004,2
bm_usr_002005,2
bm_usr_002006,2
bm_usr_002007,10
bm_usr_002008,2
bm_usr_002009,2
bm_usr_002010,4
bm_usr_002011,5
bm_usr_002012,1
bm_usr_002013,3
bm_usr_002014,2
bm_usr_002015,3
bm_usr_002016,2
bm_usr_002017,4
bm_usr_002018,7
bm_usr_002019,8
bm_usr_002020,6
bm_usr_002021,4
bm_usr_002022,5
bm_usr_002023,6
bm_usr_002024,8
bm_usr_002025,3
bm_usr_002026,4
bm_usr_002027,3
bm_usr_002028,1
bm_usr_002029,2
bm_usr_002030,7
bm_usr_002031,4
bm_usr_002032,5
bm_usr_002033,6
bm_usr_002034,4
bm_usr_002035,1
bm_usr_002036,5
bm_usr_002037,4
bm_usr_002038,2
bm_usr_002039,8
bm_usr_002040,7
bm_usr_002041,8
bm_usr_002042,1
bm_usr_002043,4
bm_usr_002044,6
bm_usr_002045,3
bm_usr_002046,2
bm_usr_002047,2
bm_usr_002048,3
bm_usr_002049,6
bm_usr_002050,3
bm_usr_002051,8
bm_usr_002052,4
bm_usr_002053,3
bm_usr_002054,2
bm_usr_002055,11
bm_usr_002056,4
bm_usr_002057,2
bm_usr_002058,11
bm_usr_002059,1
bm_usr_002060,2
bm_usr_002061,6
bm_usr_002062,6
bm_usr_002063,11
bm_usr_002064,1
bm_usr_002065,2
bm_usr_002066,1
bm_usr_002067,0
bm_usr_002068,3
bm_usr_002069,5
bm_usr_002070,3
bm_usr_002071,7
bm_usr_002072,5
bm_usr_002073,4
bm_usr_002074,4
bm_usr_002075,3
bm_usr_002076,4
bm_usr_002077,7
bm_usr_002078,4
bm_usr_002079,5
bm_usr_002080,1
bm_usr_002081,3
bm_usr_002082,4
bm_usr_002083,2
bm_usr_002084,1
bm_usr_002085,5
bm_usr_002086,3
bm_usr_002087,6
bm_usr_002088,4
bm_usr_002089,5
bm_usr_002090,4
bm_usr_002091,2
bm_usr_002092,0
bm_usr_002093,7
bm_usr_002094,5
bm_usr_002095,3
bm_usr_002096,7
bm_usr_002097,9
bm_usr_002098,2
bm_usr_002099,4
bm_usr_002100,6
bm_usr_002101,2
bm_usr_002102,2
bm_usr_002103,0
bm_usr_002104,3
bm_usr_002105,3
bm_usr_002106,7
bm_usr_002107,4
bm_usr_002108,4
bm_usr_002109,3
bm_usr_002110,1
bm_usr_002111,1
bm_usr_002112,5
bm_usr_002113,3
bm_usr_002114,1
bm_usr_002115,5
bm_usr_002116,0
bm_usr_002117,2
bm_usr_002118,0
bm_usr_002119,1
bm_usr_002120,3
bm_usr_002121,3
bm_usr_002122,4
bm_usr_002123,4
bm_usr_002124,2
bm_usr_002125,8
bm_usr_002126,4
bm_usr_002127,5
bm_usr_002128,2
bm_usr_002129,3
bm_usr_002130,3
bm_usr_002131,4
bm_usr_002132,5
bm_usr_002133,3
bm_usr_002134,1
bm_usr_002135,6
bm_usr_002136,7
bm_usr_002137,12
bm_usr_002138,3
bm_usr_002139,9
bm_usr_002140,3
bm_usr_002141,5
bm_usr_002142,8
bm_usr_002143,3
bm_usr_002144,4
bm_usr_002145,7
bm_usr_002146,3
bm_usr_002147,2
bm_usr_002148,3
bm_usr_002149,2
bm_usr_002150,1
bm_usr_002151,2
bm_usr_002152,4
bm_usr_002153,4
bm_usr_002154,7
bm_usr_002155,3
bm_usr_002156,2
bm_usr_002157,7
bm_usr_002158,2
bm_usr_002159,4
bm_usr_002160,5
bm_usr_002161,4
bm_usr_002162,4
bm_usr_002163,2
bm_usr_002164,5
bm_usr_002165,3
bm_usr_002166,3
bm_usr_002167,8
bm_usr_002168,3
bm_usr_002169,3
bm_usr_002170,6
bm_usr_002171,3
bm_usr_002172,8
bm_usr_002173,6
bm_usr_002174,5
bm_usr_002175,3
bm_usr_002176,1
bm_usr_002177,2
bm_usr_002178,0
bm_usr_002179,1
bm_usr_002180,5
bm_usr_002181,5
bm_usr_002182,0
bm_usr_002183,2
bm_usr_002184,5
bm_usr_002185,3
bm_usr_002186,8
bm_usr_002187,3
bm_usr_002188,6
bm_usr_002189,6
bm_usr_002190,3
bm_usr_002191,11
bm_usr_002192,10
bm_usr_002193,5
bm_usr_002194,0
bm_usr_002195,3
bm_usr_002196,4
bm_usr_002197,6
bm_usr_002198,6
bm_usr_002199,3
bm_usr_002200,6
bm_usr_002201,3
bm_usr_002202,5
bm_usr_002203,3
bm_usr_002204,4
bm_usr_002205,2
bm_usr_002206,6
bm_usr_002207,1
bm_usr_002208,5
bm_usr_002209,2
bm_usr_002210,6
bm_usr_002211,2
bm_usr_002212,0
bm_usr_002213,1
bm_usr_002214,11
bm_usr_002215,8
bm_usr_002216,3
bm_usr_002217,7
bm_usr_002218,2
bm_usr_002219,4
bm_usr_002220,9
bm_usr_002221,7
bm_usr_002222,5
bm_usr_002223,14
bm_usr_002224,2
bm_usr_002225,7
bm_usr_002226,5
bm_usr_002227,3
bm_usr_002228,3
bm_usr_002229,1
bm_usr_002230,0
bm_usr_002231,5
bm_usr_002232,4
bm_usr_002233,3
bm_usr_002234,1
bm_usr_002235,2
bm_usr_002236,3
bm_usr_002237,1
bm_usr_002238,1
bm_usr_002239,4
bm_usr_002240,5
bm_usr_002241,6
bm_usr_002242,0
bm_usr_002243,12
bm_usr_002244,5
bm_usr_002245,8
bm_usr_002246,6
bm_usr_002247,2
bm_usr_002248,5
bm_usr_002249,5
bm_usr_002250,2
bm_usr_002251,0
bm_usr_002252,2
bm_usr_002253,4
bm_usr_002254,4
bm_usr_002255,3
bm_usr_002256,8
bm_usr_002257,3
bm_usr_002258,5
bm_usr_002259,7
bm_usr_002260,2
bm_usr_002261,3
bm_usr_002262,6
bm_usr_002263,3
bm_usr_002264,4
bm_usr_002265,5
bm_usr_002266,4
bm_usr_002267,7
bm_usr_002268,2
bm_usr_002269,3
bm_usr_002270,1
bm_usr_002271,6
bm_usr_002272,4
bm_usr_002273,0
bm_usr_002274,6
bm_usr_002275,6
bm_usr_002276,3
bm_usr_002277,11
bm_usr_002278,2
bm_usr_002279,4
bm_usr_002280,2
bm_usr_002281,10
bm_usr_002282,2
bm_usr_002283,1
bm_usr_002284,8
bm_usr_002285,13
bm_usr_002286,4
bm_usr_002287,0
bm_usr_002288,5
bm_usr_002289,4
bm_usr_002290,6
bm_usr_002291,0
bm_usr_002292,2
bm_usr_002293,3
bm_usr_002294,8
bm_usr_002295,5
bm_usr_002296,9
bm_usr_002297,5
bm_usr_002298,2
bm_usr_002299,4
bm_usr_002300,1
bm_usr_002301,6
bm_usr_002302,3
bm_usr_002303,5
bm_usr_002304,10
bm_usr_002305,2
bm_usr_002306,4
bm_usr_002307,3
bm_usr_002308,5
bm_usr_002309,6
bm_usr_002310,3
bm_usr_002311,6
bm_usr_002312,6
bm_usr_002313,0
bm_usr_002314,4
bm_usr_002315,4
bm_usr_002316,4
bm_usr_002317,4
bm_usr_002318,2
bm_usr_002319,5
bm_usr_002320,5
bm_usr_002321,6
bm_usr_002322,6
bm_usr_002323,4
bm_usr_002324,3
bm_usr_002325,3
bm_usr_002326,2
bm_usr_002327,14
bm_usr_002328,3
bm_usr_002329,3
bm_usr_002330,4
bm_usr_002331,3
bm_usr_002332,1
bm_usr_002333,8
bm_usr_002334,7
bm_usr_002335,11
bm_usr_002336,3
bm_usr_002337,4
bm_usr_002338,8
bm_usr_002339,4
bm_usr_002340,4
bm_usr_002341,4
bm_usr_002342,6
bm_usr_002343,4
bm_usr_002344,1
bm_usr_002345,9
bm_usr_002346,0
bm_usr_002347,2
bm_usr_002348,7
bm_usr_002349,5
bm_usr_002350,3
bm_usr_002351,9
bm_usr_002352,2
bm_usr_002353,5
bm_usr_002354,6
bm_usr_002355,4
bm_usr_002356,5
bm_usr_002357,0
bm_usr_002358,1
bm_usr_002359,3
bm_usr_002360,2
bm_usr_002361,5
bm_usr_002362,1
bm_usr_002363,2
bm_usr_002364,7
bm_usr_002365,4
bm_usr_002366,3
bm_usr_002367,3
bm_usr_002368,4
bm_usr_002369,5
bm_usr_002370,7
bm_usr_002371,7
bm_usr_002372,2
bm_usr_002373,3
bm_usr_002374,3
bm_usr_002375,3
bm_usr_002376,3
bm_usr_002377,2
bm_usr_002378,5
bm_usr_002379,3
bm_usr_002380,5
bm_usr_002381,1
bm_usr_002382,7
bm_usr_002383,9
bm_usr_002384,3
bm_usr_002385,3
bm_usr_002386,9
bm_usr_002387,5
bm_usr_002388,4
bm_usr_002389,5
bm_usr_002390,9
bm_usr_002391,0
bm_usr_002392,1
bm_usr_002393,11
bm_usr_002394,5
bm_usr_002395,3
bm_usr_002396,3
bm_usr_002397,11
bm_usr_002398,5
bm_usr_002399,4
bm_usr_002400,2
bm_usr_002401,5
bm_usr_002402,9
bm_usr_002403,4
bm_usr_002404,8
bm_usr_002405,3
bm_usr_002406,4
bm_usr_002407,10
bm_usr_002408,2
bm_usr_002409,6
bm_usr_002410,4
bm_usr_002411,7
bm_usr_002412,4
bm_usr_002413,4
bm_usr_002414,2
bm_usr_002415,5
bm_usr_002416,4
bm_usr_002417,3
bm_usr_002418,6
bm_usr_002419,6
bm_usr_002420,7
bm_usr_002421,5
bm_usr_002422,4
bm_usr_002423,2
bm_usr_002424,3
bm_usr_002425,8
bm_usr_002426,3
bm_usr_002427,1
bm_usr_002428,5
bm_usr_002429,3
bm_usr_002430,5
bm_usr_002431,9
bm_usr_002432,4
bm_usr_002433,4
bm_usr_002434,4
bm_usr_002435,9
bm_usr_002436,7
bm_usr_002437,7
bm_usr_002438,3
bm_usr_002439,2
bm_usr_002440,6
bm_usr_002441,7
bm_usr_002442,6
bm_usr_002443,6
bm_usr_002444,2
bm_usr_002445,1
bm_usr_002446,7
bm_usr_002447,3
bm_usr_002448,2
bm_usr_002449,2
bm_usr_002450,3
bm_usr_002451,3
bm_usr_002452,4
bm_usr_002453,7
bm_usr_002454,11
bm_usr_002455,7
bm_usr_002456,3
bm_usr_002457,2
bm_usr_002458,11
bm_usr_002459,1
bm_usr_002460,3
bm_usr_002461,6
bm_usr_002462,2
bm_usr_002463,5
bm_usr_002464,1
bm_usr_002465,3
bm_usr_002466,4
bm_usr_002467,3
bm_usr_002468,4
bm_usr_002469,3
bm_usr_002470,5
bm_usr_002471,2
bm_usr_002472,3
bm_usr_002473,2
bm_usr_002474,5
bm_usr_002475,2
bm_usr_002476,3
bm_usr_002477,5
bm_usr_002478,3
bm_usr_002479,3
bm_usr_002480,0
bm_usr_002481,5
bm_usr_002482,4
bm_usr_002483,4
bm_usr_002484,8
bm_usr_002485,3
bm_usr_002486,1
bm_usr_002487,8
bm_usr_002488,10
bm_usr_002489,3
bm_usr_002490,3
bm_usr_002491,5
bm_usr_002492,0
bm_usr_002493,3
bm_usr_002494,2
bm_usr_002495,6
bm_usr_002496,3
bm_usr_002497,9
bm_usr_002498,4
bm_usr_002499,13
bm_usr_002500,3
bm_usr_002501,1
bm_usr_002502,4
bm_usr_002503,3
bm_usr_002504,4
bm_usr_002505,4
bm_usr_002506,6
bm_usr_002507,8
bm_usr_002508,5
bm_usr_002509,4
bm_usr_002510,3
bm_usr_002511,6
bm_usr_002512,3
bm_usr_002513,3
bm_usr_002514,4
bm_usr_002515,2
bm_usr_002516,5
bm_usr_002517,5
bm_usr_002518,6
bm_usr_002519,4
bm_usr_002520,5
bm_usr_002521,9
bm_usr_002522,4
bm_usr_002523,5
bm_usr_002524,7
bm_usr_002525,5
bm_usr_002526,3
bm_usr_002527,2
bm_usr_002528,3
bm_usr_002529,13
bm_usr_002530,1
bm_usr_002531,0
bm_usr_002532,0
bm_usr_002533,4
bm_usr_002534,5
bm_usr_002535,9
bm_usr_002536,2
bm_usr_002537,0
bm_usr_002538,3
bm_usr_002539,1
bm_usr_002540,5
bm_usr_002541,4
