boom_ticket_id,boom_user_id,event_id,type,source,created_at,used,date_used
bm_tkt_0001860,bm_usr_000488,bm_evt_0007,membership,app,2025-08-10 12:00:00,true,2025-08-31 11:46:00
bm_tkt_0001861,bm_usr_000488,bm_evt_0056,free,box_office,2026-01-03 12:00:00,true,2026-02-02 11:26:00
bm_tkt_0001862,bm_usr_000488,bm_evt_0033,membership,box_office,2025-09-22 12:00:00,true,2025-10-18 11:39:00
bm_tkt_0001863,bm_usr_000488,bm_evt_0005,membership,web,2026-02-07 12:00:00,true,2026-03-03 11:16:00
bm_tkt_0001864,bm_usr_000488,bm_evt_0036,standard,referral,2025-12-05 12:00:00,true,2025-12-16 11:57:00
bm_tkt_0001865,bm_usr_000488,bm_evt_0045,standard,app,2025-08-08 12:00:00,true,2025-08-28 11:55:00
bm_tkt_0001866,bm_usr_000489,bm_evt_0044,standard,app,2026-07-13 12:00:00,false,
bm_tkt_0001867,bm_usr_000489,bm_evt_0010,free,referral,2025-11-13 12:00:00,true,2025-11-30 11:59:00
bm_tkt_0001868,bm_usr_000489,bm_evt_0051,standard,web,2026-05-22 12:00:00,true,2026-06-19 11:39:00
bm_tkt_0001869,bm_usr_000490,bm_evt_0003,free,referral,2025-12-11 12:00:00,true,2026-01-07 11:46:00
bm_tkt_0001870,bm_usr_000490,bm_evt_0052,free,box_office,2026-05-09 12:00:00,true,2026-05-24 11:54:00
bm_tkt_0001871,bm_usr_000490,bm_evt_0042,standard,app,2026-02-03 12:00:00,true,2026-02-14 12:20:00
bm_tkt_0001872,bm_usr_000490,bm_evt_0016,standard,app,2026-01-10 12:00:00,true,2026-02-07 11:54:00
bm_tkt_0001873,bm_usr_000491,bm_evt_0031,standard,web,2026-05-03 12:00:00,false,
bm_tkt_0001874,bm_usr_000491,bm_evt_0059,standard,app,2026-07-14 12:00:00,true,2026-07-17 11:23:00
bm_tkt_0001875,bm_usr_000492,bm_evt_0056,standard,web,2026-03-29 12:00:00,true,2026-04-02 11:16:00
bm_tkt_0001876,bm_usr_000492,bm_evt_0015,standard,app,2026-02-13 12:00:00,true,2026-02-17 11:17:00
bm_tkt_0001877,bm_usr_000493,bm_evt_0018,free,app,2026-03-11 12:00:00,true,2026-03-19 12:09:00
bm_tkt_0001878,bm_usr_000494,bm_evt_0031,free,web,2026-07-08 12:00:00,false,
bm_tkt_0001879,bm_usr_000494,bm_evt_0024,standard,app,2026-04-18 12:00:00,false,
bm_tkt_0001880,bm_usr_000495,bm_evt_0024,standard,box_office,2026-01-26 12:00:00,false,
bm_tkt_0001881,bm_usr_000495,bm_evt_0020,standard,web,2026-04-24 12:00:00,false,
bm_tkt_0001882,bm_usr_000496,bm_evt_0044,membership,box_office,2026-06-26 12:00:00,true,2026-07-22 12:18:00
bm_tkt_0001883,bm_usr_000496,bm_evt_0031,membership,app,2025-08-10 12:00:00,true,2025-08-19 11:37:00
bm_tkt_0001884,bm_usr_000496,bm_evt_0004,standard,box_office,2025-11-05 12:00:00,true,2025-12-04 11:18:00
bm_tkt_0001885,bm_usr_000496,bm_evt_0001,membership,app,2025-08-22 12:00:00,true,2025-09-03 12:01:00
bm_tkt_0001886,bm_usr_000496,bm_evt_0050,standard,referral,2026-06-07 12:00:00,true,2026-07-07 11:44:00
bm_tkt_0001887,bm_usr_000496,bm_evt_0053,membership,box_office,2025-11-07 12:00:00,true,2025-11-27 12:06:00
bm_tkt_0001888,bm_usr_000496,bm_evt_0006,membership,referral,2025-07-24 12:00:00,true,2025-08-09 12:03:00
bm_tkt_0001889,bm_usr_000496,bm_evt_0019,membership,app,2026-01-08 12:00:00,true,2026-01-31 11:24:00
bm_tkt_0001890,bm_usr_000497,bm_evt_0050,standard,box_office,2026-01-01 12:00:00,true,2026-01-04 11:52:00
bm_tkt_0001891,bm_usr_000497,bm_evt_0010,free,app,2025-12-13 12:00:00,true,2025-12-23 12:17:00
bm_tkt_0001892,bm_usr_000497,bm_evt_0044,standard,app,2025-12-10 12:00:00,true,2026-01-03 12:04:00
bm_tkt_0001893,bm_usr_000497,bm_evt_0057,membership,web,2025-12-21 12:00:00,true,2025-12-23 11:24:00
bm_tkt_0001894,bm_usr_000497,bm_evt_0040,standard,app,2026-06-20 12:00:00,true,2026-06-24 11:42:00
bm_tkt_0001895,bm_usr_000497,bm_evt_0044,standard,web,2026-07-14 12:00:00,true,2026-07-16 11:32:00
bm_tkt_0001896,bm_usr_000497,bm_evt_0031,membership,app,2026-06-01 12:00:00,true,2026-07-01 11:33:00
bm_tkt_0001897,bm_usr_000497,bm_evt_0041,free,app,2026-01-25 12:00:00,true,2026-02-14 12:04:00
bm_tkt_0001898,bm_usr_000497,bm_evt_0022,free,referral,2026-02-22 12:00:00,false,
bm_tkt_0001899,bm_usr_000497,bm_evt_0032,membership,web,2025-11-14 12:00:00,true,2025-12-02 12:19:00
bm_tkt_0001900,bm_usr_000498,bm_evt_0048,free,app,2025-11-30 12:00:00,true,2025-12-24 12:04:00
bm_tkt_0001901,bm_usr_000498,bm_evt_0029,standard,web,2026-05-07 12:00:00,true,2026-05-31 11:46:00
bm_tkt_0001902,bm_usr_000498,bm_evt_0046,standard,box_office,2026-01-11 12:00:00,true,2026-01-15 11:16:00
bm_tkt_0001903,bm_usr_000498,bm_evt_0020,standard,box_office,2025-11-11 12:00:00,true,2025-12-07 11:47:00
bm_tkt_0001904,bm_usr_000499,bm_evt_0031,standard,web,2026-07-27 12:00:00,false,
bm_tkt_0001905,bm_usr_000499,bm_evt_0028,standard,app,2026-04-25 12:00:00,true,2026-04-26 11:16:00
bm_tkt_0001906,bm_usr_000499,bm_evt_0022,standard,app,2026-02-12 12:00:00,true,2026-03-08 11:59:00
bm_tkt_0001907,bm_usr_000499,bm_evt_0049,standard,web,2026-02-26 12:00:00,false,
bm_tkt_0001908,bm_usr_000500,bm_evt_0001,standard,app,2026-05-15 12:00:00,true,2026-05-27 12:10:00
bm_tkt_0001909,bm_usr_000501,bm_evt_0053,standard,web,2026-03-31 12:00:00,false,
bm_tkt_0001910,bm_usr_000502,bm_evt_0018,standard,web,2026-04-21 12:00:00,false,
bm_tkt_0001911,bm_usr_000502,bm_evt_0032,standard,box_office,2025-10-19 12:00:00,true,2025-10-31 11:29:00
bm_tkt_0001912,bm_usr_000502,bm_evt_0044,standard,web,2025-10-21 12:00:00,true,2025-11-10 11:55:00
bm_tkt_0001913,bm_usr_000503,bm_evt_0007,membership,web,2026-02-09 12:00:00,true,2026-03-05 11:27:00
bm_tkt_0001914,bm_usr_000503,bm_evt_0001,free,referral,2025-12-23 12:00:00,true,2026-01-03 12:05:00
bm_tkt_0001915,bm_usr_000503,bm_evt_0042,membership,app,2026-03-18 12:00:00,true,2026-03-29 12:01:00
bm_tkt_0001916,bm_usr_000503,bm_evt_0039,membership,web,2026-07-25 12:00:00,true,2026-07-28 11:50:00
bm_tkt_0001917,bm_usr_000503,bm_evt_0044,membership,box_office,2026-03-25 12:00:00,true,2026-04-04 11:23:00
bm_tkt_0001918,bm_usr_000504,bm_evt_0040,standard,web,2026-04-13 12:00:00,false,
bm_tkt_0001919,bm_usr_000504,bm_evt_0048,standard,web,2026-04-30 12:00:00,true,2026-05-09 11:21:00
bm_tkt_0001920,bm_usr_000504,bm_evt_0031,free,web,2025-09-17 12:00:00,true,2025-10-10 12:20:00
bm_tkt_0001921,bm_usr_000505,bm_evt_0053,free,app,2026-02-08 12:00:00,false,
bm_tkt_0001922,bm_usr_000506,bm_evt_0021,free,app,2026-06-08 12:00:00,false,
bm_tkt_0001923,bm_usr_000506,bm_evt_0041,standard,web,2026-01-15 12:00:00,true,2026-02-06 11:40:00
bm_tkt_0001924,bm_usr_000507,bm_evt_0033,membership,app,2026-07-21 12:00:00,true,2026-08-19 11:55:00
bm_tkt_0001925,bm_usr_000507,bm_evt_0042,free,box_office,2026-05-12 12:00:00,true,2026-06-04 11:56:00
bm_tkt_0001926,bm_usr_000507,bm_evt_0044,membership,referral,2026-06-11 12:00:00,true,2026-06-16 12:04:00
bm_tkt_0001927,bm_usr_000507,bm_evt_0008,membership,web,2026-01-16 12:00:00,true,2026-02-05 12:04:00
bm_tkt_0001928,bm_usr_000507,bm_evt_0006,membership,app,2026-07-13 12:00:00,true,2026-07-19 11:58:00
bm_tkt_0001929,bm_usr_000507,bm_evt_0029,standard,referral,2026-04-03 12:00:00,true,2026-04-14 11:15:00
bm_tkt_0001930,bm_usr_000508,bm_evt_0021,membership,box_office,2026-05-02 12:00:00,true,2026-05-06 12:11:00
bm_tkt_0001931,bm_usr_000508,bm_evt_0034,free,app,2026-06-25 12:00:00,true,2026-07-11 11:33:00
bm_tkt_0001932,bm_usr_000508,bm_evt_0051,free,referral,2026-06-13 12:00:00,false,
bm_tkt_0001933,bm_usr_000508,bm_evt_0037,membership,app,2026-05-16 12:00:00,true,2026-06-02 11:42:00
bm_tkt_0001934,bm_usr_000508,bm_evt_0039,membership,box_office,2025-12-27 12:00:00,true,2026-01-18 11:18:00
bm_tkt_0001935,bm_usr_000508,bm_evt_0058,membership,app,2026-01-24 12:00:00,true,2026-02-01 11:42:00
bm_tkt_0001936,bm_usr_000508,bm_evt_0042,membership,app,2026-03-12 12:00:00,true,2026-03-13 11:44:00
bm_tkt_0001937,bm_usr_000508,bm_evt_0041,membership,referral,2026-07-17 12:00:00,true,2026-08-11 12:19:00
bm_tkt_0001938,bm_usr_000508,bm_evt_0025,free,web,2026-07-26 12:00:00,true,2026-08-17 11:20:00
bm_tkt_0001939,bm_usr_000509,bm_evt_0037,free,app,2026-03-11 12:00:00,true,2026-04-05 12:06:00
bm_tkt_0001940,bm_usr_000510,bm_evt_0036,standard,app,2026-06-18 12:00:00,true,2026-07-17 12:02:00
bm_tkt_0001941,bm_usr_000510,bm_evt_0018,standard,app,2026-05-08 12:00:00,true,2026-05-14 11:42:00
bm_tkt_0001942,bm_usr_000510,bm_evt_0051,standard,app,2026-04-16 12:00:00,false,
bm_tkt_0001943,bm_usr_000510,bm_evt_0039,membership,referral,2025-12-21 12:00:00,false,
bm_tkt_0001944,bm_usr_000510,bm_evt_0025,membership,web,2026-01-08 12:00:00,true,2026-01-30 11:56:00
bm_tkt_0001945,bm_usr_000510,bm_evt_0003,standard,app,2026-04-28 12:00:00,true,2026-05-28 12:03:00
bm_tkt_0001946,bm_usr_000510,bm_evt_0004,standard,box_office,2026-05-05 12:00:00,true,2026-05-17 11:44:00
bm_tkt_0001947,bm_usr_000510,bm_evt_0004,membership,box_office,2026-01-01 12:00:00,true,2026-01-15 11:22:00
bm_tkt_0001948,bm_usr_000511,bm_evt_0014,free,box_office,2025-10-06 12:00:00,true,2025-10-29 11:19:00
bm_tkt_0001949,bm_usr_000511,bm_evt_0017,free,web,2025-11-22 12:00:00,false,
bm_tkt_0001950,bm_usr_000511,bm_evt_0040,standard,web,2026-07-09 12:00:00,true,2026-07-11 12:17:00
bm_tkt_0001951,bm_usr_000511,bm_evt_0002,standard,app,2025-09-06 12:00:00,true,2025-09-21 12:20:00
bm_tkt_0001952,bm_usr_000512,bm_evt_0048,standard,box_office,2026-04-28 12:00:00,false,
bm_tkt_0001953,bm_usr_000512,bm_evt_0052,free,app,2026-04-19 12:00:00,false,
bm_tkt_0001954,bm_usr_000513,bm_evt_0036,free,app,2026-03-28 12:00:00,false,
bm_tkt_0001955,bm_usr_000513,bm_evt_0059,free,box_office,2025-10-31 12:00:00,true,2025-11-24 12:12:00
bm_tkt_0001956,bm_usr_000513,bm_evt_0041,standard,app,2026-05-17 12:00:00,false,
bm_tkt_0001957,bm_usr_000514,bm_evt_0038,standard,app,2026-02-05 12:00:00,true,2026-02-14 11:27:00
bm_tkt_0001958,bm_usr_000514,bm_evt_0053,standard,web,2026-01-25 12:00:00,true,2026-02-11 11:27:00
bm_tkt_0001959,bm_usr_000514,bm_evt_0046,standard,referral,2025-11-26 12:00:00,true,2025-12-23 12:08:00
bm_tkt_0001960,bm_usr_000515,bm_evt_0030,free,app,2026-07-11 12:00:00,true,2026-07-26 12:13:00
bm_tkt_0001961,bm_usr_000516,bm_evt_0058,membership,box_office,2025-12-31 12:00:00,true,2026-01-15 12:08:00
bm_tkt_0001962,bm_usr_000516,bm_evt_0044,membership,app,2026-03-20 12:00:00,true,2026-04-17 11:35:00
bm_tkt_0001963,bm_usr_000516,bm_evt_0053,standard,app,2025-11-28 12:00:00,true,2025-12-14 11:27:00
bm_tkt_0001964,bm_usr_000516,bm_evt_0025,membership,box_office,2026-01-19 12:00:00,true,2026-02-14 11:55:00
bm_tkt_0001965,bm_usr_000516,bm_evt_0056,standard,referral,2026-01-25 12:00:00,true,2026-01-26 12:03:00
bm_tkt_0001966,bm_usr_000517,bm_evt_0032,membership,app,2026-01-20 12:00:00,true,2026-02-01 11:55:00
bm_tkt_0001967,bm_usr_000517,bm_evt_0019,free,box_office,2025-09-23 12:00:00,true,2025-09-29 11:23:00
bm_tkt_0001968,bm_usr_000517,bm_evt_0053,membership,referral,2026-03-31 12:00:00,true,2026-04-28 12:18:00
bm_tkt_0001969,bm_usr_000517,bm_evt_0020,membership,web,2025-11-15 12:00:00,true,2025-11-23 11:53:00
bm_tkt_0001970,bm_usr_000517,bm_evt_0006,membership,app,2026-03-17 12:00:00,true,2026-04-06 11:34:00
bm_tkt_0001971,bm_usr_000517,bm_evt_0054,standard,app,2025-12-23 12:00:00,true,2025-12-29 12:07:00
bm_tkt_0001972,bm_usr_000517,bm_evt_0032,standard,app,2026-05-19 12:00:00,true,2026-05-30 11:33:00
bm_tkt_0001973,bm_usr_000518,bm_evt_0036,standard,referral,2026-03-09 12:00:00,false,
bm_tkt_0001974,bm_usr_000518,bm_evt_0047,free,referral,2026-06-11 12:00:00,false,
bm_tkt_0001975,bm_usr_000519,bm_evt_0019,standard,app,2025-09-19 12:00:00,true,2025-10-14 11:59:00
bm_tkt_0001976,bm_usr_000519,bm_evt_0038,standard,app,2026-05-23 12:00:00,true,2026-06-08 11:47:00
bm_tkt_0001977,bm_usr_000519,bm_evt_0031,standard,web,2026-07-01 12:00:00,true,2026-07-30 12:08:00
bm_tkt_0001978,bm_usr_000519,bm_evt_0017,standard,referral,2026-07-10 12:00:00,true,2026-07-23 11:21:00
bm_tkt_0001979,bm_usr_000520,bm_evt_0003,free,app,2026-04-10 12:00:00,true,2026-04-27 11:17:00
bm_tkt_0001980,bm_usr_000521,bm_evt_0021,standard,box_office,2026-05-18 12:00:00,true,2026-05-30 11:49:00
bm_tkt_0001981,bm_usr_000521,bm_evt_0004,standard,referral,2026-03-03 12:00:00,true,2026-03-14 11:25:00
bm_tkt_0001982,bm_usr_000521,bm_evt_0053,free,web,2026-07-02 12:00:00,true,2026-07-08 11:24:00
bm_tkt_0001983,bm_usr_000522,bm_evt_0052,standard,web,2026-07-10 12:00:00,false,
bm_tkt_0001984,bm_usr_000522,bm_evt_0004,standard,web,2026-04-11 12:00:00,false,
bm_tkt_0001985,bm_usr_000522,bm_evt_0012,standard,app,2026-06-29 12:00:00,true,2026-07-27 12:09:00
bm_tkt_0001986,bm_usr_000523,bm_evt_0016,standard,app,2026-04-27 12:00:00,false,
bm_tkt_0001987,bm_usr_000523,bm_evt_0038,free,app,2026-07-12 12:00:00,false,
bm_tkt_0001988,bm_usr_000524,bm_evt_0032,standard,referral,2025-11-04 12:00:00,true,2025-11-19 12:16:00
bm_tkt_0001989,bm_usr_000524,bm_evt_0034,standard,referral,2026-07-21 12:00:00,true,2026-08-06 11:28:00
bm_tkt_0001990,bm_usr_000524,bm_evt_0003,standard,web,2025-09-14 12:00:00,true,2025-09-29 12:17:00
bm_tkt_0001991,bm_usr_000524,bm_evt_0054,free,web,2025-10-31 12:00:00,true,2025-11-20 11:15:00
bm_tkt_0001992,bm_usr_000525,bm_evt_0002,free,web,2026-05-25 12:00:00,false,
bm_tkt_0001993,bm_usr_000525,bm_evt_0016,standard,referral,2025-10-21 12:00:00,true,2025-10-29 12:09:00
bm_tkt_0001994,bm_usr_000525,bm_evt_0003,free,web,2026-07-15 12:00:00,true,2026-08-11 11:46:00
bm_tkt_0001995,bm_usr_000526,bm_evt_0045,free,box_office,2026-01-11 12:00:00,true,2026-02-04 11:51:00
bm_tkt_0001996,bm_usr_000526,bm_evt_0043,free,app,2025-10-22 12:00:00,false,
bm_tkt_0001997,bm_usr_000526,bm_evt_0041,standard,box_office,2025-11-07 12:00:00,true,2025-11-18 11:34:00
bm_tkt_0001998,bm_usr_000526,bm_evt_0026,standard,app,2025-09-24 12:00:00,true,2025-10-02 11:43:00
bm_tkt_0001999,bm_usr_000527,bm_evt_0057,membership,web,2026-04-28 12:00:00,true,2026-05-10 11:46:00
bm_tkt_0002000,bm_usr_000527,bm_evt_0032,standard,app,2026-04-12 12:00:00,true,2026-05-10 11:43:00
bm_tkt_0002001,bm_usr_000527,bm_evt_0043,membership,box_office,2026-04-08 12:00:00,true,2026-05-02 11:40:00
bm_tkt_0002002,bm_usr_000527,bm_evt_0032,membership,box_office,2026-04-01 12:00:00,true,2026-04-25 11:27:00
bm_tkt_0002003,bm_usr_000527,bm_evt_0025,standard,app,2026-07-16 12:00:00,true,2026-08-08 11:51:00
bm_tkt_0002004,bm_usr_000527,bm_evt_0021,standard,app,2026-07-01 12:00:00,true,2026-07-14 11:20:00
bm_tkt_0002005,bm_usr_000527,bm_evt_0042,standard,web,2026-04-24 12:00:00,true,2026-05-10 11:18:00
bm_tkt_0002006,bm_usr_000527,bm_evt_0057,membership,app,2026-05-05 12:00:00,true,2026-06-04 11:27:00
bm_tkt_0002007,bm_usr_000528,bm_evt_0045,standard,referral,2026-05-14 12:00:00,true,2026-05-21 11:27:00
bm_tkt_0002008,bm_usr_000528,bm_evt_0006,free,referral,2026-05-19 12:00:00,true,2026-06-01 11:53:00
bm_tkt_0002009,bm_usr_000528,bm_evt_0045,standard,referral,2026-02-14 12:00:00,true,2026-02-25 12:16:00
bm_tkt_0002010,bm_usr_000528,bm_evt_0047,standard,app,2026-06-21 12:00:00,true,2026-06-30 11:26:00
bm_tkt_0002011,bm_usr_000529,bm_evt_0001,standard,app,2026-04-15 12:00:00,false,
bm_tkt_0002012,bm_usr_000529,bm_evt_0012,free,web,2026-03-06 12:00:00,false,
bm_tkt_0002013,bm_usr_000529,bm_evt_0012,standard,web,2026-07-06 12:00:00,true,2026-08-04 11:30:00
bm_tkt_0002014,bm_usr_000530,bm_evt_0009,standard,web,2026-06-24 12:00:00,true,2026-07-01 11:58:00
bm_tkt_0002015,bm_usr_000530,bm_evt_0024,standard,app,2026-06-21 12:00:00,true,2026-07-15 12:19:00
bm_tkt_0002016,bm_usr_000530,bm_evt_0056,standard,app,2025-12-05 12:00:00,true,2025-12-07 12:02:00
bm_tkt_0002017,bm_usr_000530,bm_evt_0060,free,referral,2026-02-03 12:00:00,false,
bm_tkt_0002018,bm_usr_000531,bm_evt_0047,standard,app,2026-03-13 12:00:00,true,2026-04-01 11:31:00
bm_tkt_0002019,bm_usr_000531,bm_evt_0001,standard,referral,2025-08-21 12:00:00,false,
bm_tkt_0002020,bm_usr_000532,bm_evt_0042,standard,web,2026-01-20 12:00:00,true,2026-01-26 11:32:00
bm_tkt_0002021,bm_usr_000532,bm_evt_0024,free,referral,2025-12-16 12:00:00,false,
bm_tkt_0002022,bm_usr_000533,bm_evt_0007,standard,referral,2025-12-20 12:00:00,true,2026-01-06 11:15:00
bm_tkt_0002023,bm_usr_000533,bm_evt_0029,membership,app,2026-01-10 12:00:00,true,2026-01-15 12:15:00
bm_tkt_0002024,bm_usr_000533,bm_evt_0054,membership,web,2026-04-29 12:00:00,true,2026-05-05 11:15:00
bm_tkt_0002025,bm_usr_000533,bm_evt_0020,free,referral,2026-07-25 12:00:00,false,
bm_tkt_0002026,bm_usr_000533,bm_evt_0051,membership,box_office,2026-06-01 12:00:00,true,2026-06-08 12:18:00
bm_tkt_0002027,bm_usr_000533,bm_evt_0014,standard,web,2026-01-28 12:00:00,true,2026-02-10 11:41:00
bm_tkt_0002028,bm_usr_000533,bm_evt_0007,free,box_office,2026-05-21 12:00:00,true,2026-06-02 11:41:00
bm_tkt_0002029,bm_usr_000533,bm_evt_0046,standard,app,2026-07-02 12:00:00,true,2026-07-26 12:05:00
bm_tkt_0002030,bm_usr_000533,bm_evt_0042,membership,box_office,2025-12-17 12:00:00,true,2025-12-24 12:07:00
bm_tkt_0002031,bm_usr_000534,bm_evt_0040,membership,app,2026-01-16 12:00:00,false,
bm_tkt_0002032,bm_usr_000534,bm_evt_0007,membership,app,2025-10-10 12:00:00,true,2025-10-22 11:27:00
bm_tkt_0002033,bm_usr_000534,bm_evt_0041,standard,app,2025-11-03 12:00:00,true,2025-11-29 11:33:00
bm_tkt_0002034,bm_usr_000534,bm_evt_0050,membership,app,2026-06-06 12:00:00,true,2026-06-23 11:40:00
bm_tkt_0002035,bm_usr_000534,bm_evt_0028,membership,referral,2026-07-23 12:00:00,true,2026-08-07 11:41:00
bm_tkt_0002036,bm_usr_000534,bm_evt_0039,membership,app,2026-05-04 12:00:00,true,2026-05-18 11:44:00
bm_tkt_0002037,bm_usr_000534,bm_evt_0016,membership,app,2026-07-20 12:00:00,true,2026-08-06 11:31:00
bm_tkt_0002038,bm_usr_000534,bm_evt_0032,standard,app,2026-01-27 12:00:00,true,2026-02-14 11:55:00
bm_tkt_0002039,bm_usr_000535,bm_evt_0011,standard,box_office,2026-03-15 12:00:00,true,2026-03-31 11:39:00
bm_tkt_0002040,bm_usr_000535,bm_evt_0004,membership,referral,2026-04-16 12:00:00,true,2026-05-05 11:50:00
bm_tkt_0002041,bm_usr_000535,bm_evt_0032,standard,web,2026-01-25 12:00:00,true,2026-02-11 11:23:00
bm_tkt_0002042,bm_usr_000535,bm_evt_0012,free,referral,2025-12-06 12:00:00,false,
bm_tkt_0002043,bm_usr_000535,bm_evt_0003,standard,app,2026-06-26 12:00:00,true,2026-07-04 11:16:00
bm_tkt_0002044,bm_usr_000535,bm_evt_0040,membership,web,2026-01-31 12:00:00,true,2026-03-01 11:59:00
bm_tkt_0002045,bm_usr_000535,bm_evt_0045,membership,box_office,2025-10-30 12:00:00,true,2025-11-04 12:17:00
bm_tkt_0002046,bm_usr_000535,bm_evt_0011,membership,app,2026-01-31 12:00:00,false,
bm_tkt_0002047,bm_usr_000535,bm_evt_0011,membership,referral,2026-02-06 12:00:00,true,2026-03-08 12:18:00
bm_tkt_0002048,bm_usr_000536,bm_evt_0006,standard,web,2026-04-12 12:00:00,true,2026-04-14 11:18:00
bm_tkt_0002049,bm_usr_000536,bm_evt_0051,free,app,2026-03-11 12:00:00,true,2026-04-08 12:07:00
bm_tkt_0002050,bm_usr_000536,bm_evt_0024,membership,box_office,2026-03-24 12:00:00,true,2026-04-12 11:43:00
bm_tkt_0002051,bm_usr_000536,bm_evt_0056,membership,app,2026-07-03 12:00:00,true,2026-07-06 11:34:00
bm_tkt_0002052,bm_usr_000536,bm_evt_0058,membership,web,2026-05-03 12:00:00,true,2026-06-01 11:39:00
bm_tkt_0002053,bm_usr_000536,bm_evt_0031,membership,referral,2026-07-21 12:00:00,true,2026-08-17 11:41:00
bm_tkt_0002054,bm_usr_000536,bm_evt_0012,membership,box_office,2026-02-07 12:00:00,true,2026-03-09 11:48:00
bm_tkt_0002055,bm_usr_000537,bm_evt_0025,membership,web,2026-01-08 12:00:00,true,2026-01-09 11:59:00
bm_tkt_0002056,bm_usr_000537,bm_evt_0043,membership,app,2025-11-10 12:00:00,true,2025-11-17 11:59:00
bm_tkt_0002057,bm_usr_000537,bm_evt_0028,membership,app,2026-02-21 12:00:00,true,2026-03-11 12:13:00
bm_tkt_0002058,bm_usr_000537,bm_evt_0013,free,web,2026-04-22 12:00:00,true,2026-04-29 12:07:00
bm_tkt_0002059,bm_usr_000537,bm_evt_0014,free,box_office,2025-08-14 12:00:00,true,2025-09-04 12:14:00
bm_tkt_0002060,bm_usr_000537,bm_evt_0047,membership,app,2026-04-28 12:00:00,true,2026-05-20 12:08:00
bm_tkt_0002061,bm_usr_000537,bm_evt_0028,membership,box_office,2026-02-01 12:00:00,true,2026-02-08 11:51:00
bm_tkt_0002062,bm_usr_000538,bm_evt_0047,membership,app,2025-10-30 12:00:00,true,2025-11-28 11:57:00
bm_tkt_0002063,bm_usr_000538,bm_evt_0015,membership,app,2025-08-08 12:00:00,true,2025-08-12 11:34:00
bm_tkt_0002064,bm_usr_000538,bm_evt_0027,standard,app,2025-11-23 12:00:00,true,2025-12-05 11:38:00
bm_tkt_0002065,bm_usr_000538,bm_evt_0030,membership,box_office,2026-01-24 12:00:00,true,2026-01-25 12:07:00
bm_tkt_0002066,bm_usr_000539,bm_evt_0057,membership,referral,2025-10-03 12:00:00,true,2025-10-24 11:52:00
bm_tkt_0002067,bm_usr_000539,bm_evt_0015,standard,box_office,2025-07-22 12:00:00,true,2025-07-29 12:17:00
bm_tkt_0002068,bm_usr_000539,bm_evt_0006,membership,web,2025-09-27 12:00:00,true,2025-10-18 11:23:00
bm_tkt_0002069,bm_usr_000539,bm_evt_0040,standard,box_office,2026-02-02 12:00:00,true,2026-02-22 11:40:00
bm_tkt_0002070,bm_usr_000539,bm_evt_0004,membership,app,2026-06-23 12:00:00,true,2026-07-10 11:41:00
bm_tkt_0002071,bm_usr_000539,bm_evt_0025,standard,web,2026-04-04 12:00:00,true,2026-04-14 11:43:00
bm_tkt_0002072,bm_usr_000539,bm_evt_0040,membership,app,2026-03-07 12:00:00,true,2026-03-24 12:08:00
bm_tkt_0002073,bm_usr_000539,bm_evt_0017,membership,app,2026-07-05 12:00:00,true,2026-08-03 12:14:00
bm_tkt_0002074,bm_usr_000540,bm_evt_0007,standard,referral,2025-12-01 12:00:00,false,
bm_tkt_0002075,bm_usr_000540,bm_evt_0027,standard,app,2025-11-07 12:00:00,true,2025-12-03 12:04:00
bm_tkt_0002076,bm_usr_000541,bm_evt_0013,standard,web,2026-05-14 12:00:00,true,2026-05-29 11:39:00
bm_tkt_0002077,bm_usr_000541,bm_evt_0020,standard,referral,2026-03-29 12:00:00,true,2026-04-04 11:22:00
bm_tkt_0002078,bm_usr_000541,bm_evt_0041,standard,web,2025-09-26 12:00:00,true,2025-10-09 12:17:00
bm_tkt_0002079,bm_usr_000542,bm_evt_0014,free,app,2026-06-28 12:00:00,true,2026-07-24 12:13:00
bm_tkt_0002080,bm_usr_000542,bm_evt_0017,standard,web,2026-01-30 12:00:00,true,2026-02-03 12:10:00
bm_tkt_0002081,bm_usr_000542,bm_evt_0003,free,box_office,2026-02-09 12:00:00,true,2026-02-11 12:17:00
bm_tkt_0002082,bm_usr_000543,bm_evt_0026,free,box_office,2026-03-04 12:00:00,true,2026-03-20 11:21:00
bm_tkt_0002083,bm_usr_000543,bm_evt_0050,free,app,2026-06-15 12:00:00,true,2026-07-09 12:10:00
bm_tkt_0002084,bm_usr_000543,bm_evt_0002,free,referral,2026-07-19 12:00:00,false,
bm_tkt_0002085,bm_usr_000544,bm_evt_0034,free,app,2025-09-12 12:00:00,true,2025-09-22 11:56:00
bm_tkt_0002086,bm_usr_000544,bm_evt_0014,standard,web,2025-12-02 12:00:00,false,
bm_tkt_0002087,bm_usr_000544,bm_evt_0049,standard,box_office,2026-02-09 12:00:00,true,2026-02-27 11:44:00
bm_tkt_0002088,bm_usr_000545,bm_evt_0036,free,app,2026-05-30 12:00:00,false,
bm_tkt_0002089,bm_usr_000546,bm_evt_0011,membership,web,2026-03-05 12:00:00,true,2026-03-24 12:04:00
bm_tkt_0002090,bm_usr_000546,bm_evt_0058,membership,referral,2025-09-05 12:00:00,false,
bm_tkt_0002091,bm_usr_000546,bm_evt_0023,membership,box_office,2025-12-30 12:00:00,true,2026-01-06 11:22:00
