ticket_id,sale_id,event_id,ticket_type,price,checked_in,checked_in_at
ft_tkt_0003006,ft_sal_001552,ft_evt_0053,General,48000,true,2026-07-09 19:53:00
ft_tkt_0003007,ft_sal_001553,ft_evt_0053,General,46000,true,2026-07-09 20:46:00
ft_tkt_0003008,ft_sal_001553,ft_evt_0053,General,46000,true,2026-07-09 20:51:00
ft_tkt_0003009,ft_sal_001554,ft_evt_0053,General,64000,false,
ft_tkt_0003010,ft_sal_001554,ft_evt_0053,General,64000,true,2026-07-09 20:07:00
ft_tkt_0003011,ft_sal_001554,ft_evt_0053,General,64000,false,
ft_tkt_0003012,ft_sal_001554,ft_evt_0053,General,64000,false,
ft_tkt_0003013,ft_sal_001555,ft_evt_0053,General,66000,false,
ft_tkt_0003014,ft_sal_001555,ft_evt_0053,General,66000,true,2026-07-09 19:50:00
ft_tkt_0003015,ft_sal_001556,ft_evt_0053,General,41000,false,
ft_tkt_0003016,ft_sal_001557,ft_evt_0053,General,43000,false,
ft_tkt_0003017,ft_sal_001557,ft_evt_0053,General,43000,false,
ft_tkt_0003018,ft_sal_001558,ft_evt_0053,General,47000,true,2026-07-09 20:35:00
ft_tkt_0003019,ft_sal_001558,ft_evt_0053,General,47000,false,
ft_tkt_0003020,ft_sal_001559,ft_evt_0053,VIP,136000,true,2026-07-09 20:26:00
ft_tkt_0003021,ft_sal_001559,ft_evt_0053,VIP,136000,true,2026-07-09 20:07:00
ft_tkt_0003022,ft_sal_001560,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003023,ft_sal_001561,ft_evt_0053,Preferencial,92000,true,2026-07-09 20:45:00
ft_tkt_0003024,ft_sal_001561,ft_evt_0053,Preferencial,92000,true,2026-07-09 20:25:00
ft_tkt_0003025,ft_sal_001561,ft_evt_0053,Preferencial,92000,true,2026-07-09 20:14:00
ft_tkt_0003026,ft_sal_001561,ft_evt_0053,Preferencial,92000,true,2026-07-09 20:43:00
ft_tkt_0003027,ft_sal_001561,ft_evt_0053,Preferencial,92000,true,2026-07-09 19:59:00
ft_tkt_0003028,ft_sal_001561,ft_evt_0053,Preferencial,92000,true,2026-07-09 19:42:00
ft_tkt_0003029,ft_sal_001562,ft_evt_0053,VIP,135000,true,2026-07-09 20:36:00
ft_tkt_0003030,ft_sal_001563,ft_evt_0053,General,43000,true,2026-07-09 19:52:00
ft_tkt_0003031,ft_sal_001564,ft_evt_0053,VIP,137000,true,2026-07-09 20:27:00
ft_tkt_0003032,ft_sal_001565,ft_evt_0053,General,47000,true,2026-07-09 19:47:00
ft_tkt_0003033,ft_sal_001565,ft_evt_0053,General,47000,true,2026-07-09 20:29:00
ft_tkt_0003034,ft_sal_001566,ft_evt_0053,General,43000,true,2026-07-09 19:49:00
ft_tkt_0003035,ft_sal_001567,ft_evt_0053,Preferencial,91000,true,2026-07-09 20:29:00
ft_tkt_0003036,ft_sal_001568,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003037,ft_sal_001569,ft_evt_0053,General,47000,true,2026-07-09 20:39:00
ft_tkt_0003038,ft_sal_001570,ft_evt_0053,General,48000,true,2026-07-09 20:14:00
ft_tkt_0003039,ft_sal_001570,ft_evt_0053,General,48000,true,2026-07-09 20:23:00
ft_tkt_0003040,ft_sal_001571,ft_evt_0053,VIP,125000,true,2026-07-09 20:31:00
ft_tkt_0003041,ft_sal_001572,ft_evt_0053,General,58000,true,2026-07-09 20:01:00
ft_tkt_0003042,ft_sal_001573,ft_evt_0053,Preferencial,102000,true,2026-07-09 20:07:00
ft_tkt_0003043,ft_sal_001574,ft_evt_0053,General,42000,false,
ft_tkt_0003044,ft_sal_001574,ft_evt_0053,General,42000,true,2026-07-09 20:48:00
ft_tkt_0003045,ft_sal_001575,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003046,ft_sal_001575,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003047,ft_sal_001575,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003048,ft_sal_001576,ft_evt_0053,Preferencial,94000,true,2026-07-09 20:11:00
ft_tkt_0003049,ft_sal_001577,ft_evt_0053,General,45000,false,
ft_tkt_0003050,ft_sal_001578,ft_evt_0053,General,44000,false,
ft_tkt_0003051,ft_sal_001579,ft_evt_0053,General,43000,true,2026-07-09 20:24:00
ft_tkt_0003052,ft_sal_001579,ft_evt_0053,General,43000,true,2026-07-09 20:50:00
ft_tkt_0003053,ft_sal_001580,ft_evt_0053,General,66000,true,2026-07-09 20:11:00
ft_tkt_0003054,ft_sal_001581,ft_evt_0053,General,45000,true,2026-07-09 19:54:00
ft_tkt_0003055,ft_sal_001581,ft_evt_0053,General,45000,true,2026-07-09 19:54:00
ft_tkt_0003056,ft_sal_001582,ft_evt_0053,Preferencial,90000,true,2026-07-09 20:25:00
ft_tkt_0003057,ft_sal_001583,ft_evt_0053,Preferencial,98000,false,
ft_tkt_0003058,ft_sal_001583,ft_evt_0053,Preferencial,98000,false,
ft_tkt_0003059,ft_sal_001583,ft_evt_0053,Preferencial,98000,false,
ft_tkt_0003060,ft_sal_001583,ft_evt_0053,Preferencial,98000,false,
ft_tkt_0003061,ft_sal_001583,ft_evt_0053,Preferencial,98000,true,2026-07-09 20:39:00
ft_tkt_0003062,ft_sal_001583,ft_evt_0053,Preferencial,98000,false,
ft_tkt_0003063,ft_sal_001584,ft_evt_0053,General,43000,false,
ft_tkt_0003064,ft_sal_001585,ft_evt_0053,VIP,136000,false,
ft_tkt_0003065,ft_sal_001586,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003066,ft_sal_001586,ft_evt_0053,Cortesía,0,true,2026-07-09 20:53:00
ft_tkt_0003067,ft_sal_001587,ft_evt_0053,General,41000,true,2026-07-09 19:40:00
ft_tkt_0003068,ft_sal_001587,ft_evt_0053,General,41000,true,2026-07-09 19:52:00
ft_tkt_0003069,ft_sal_001588,ft_evt_0053,General,45000,false,
ft_tkt_0003070,ft_sal_001588,ft_evt_0053,General,45000,false,
ft_tkt_0003071,ft_sal_001588,ft_evt_0053,General,45000,true,2026-07-09 19:45:00
ft_tkt_0003072,ft_sal_001589,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003073,ft_sal_001589,ft_evt_0053,Cortesía,0,true,2026-07-09 20:32:00
ft_tkt_0003074,ft_sal_001590,ft_evt_0053,General,43000,true,2026-07-09 20:23:00
ft_tkt_0003075,ft_sal_001590,ft_evt_0053,General,43000,true,2026-07-09 20:07:00
ft_tkt_0003076,ft_sal_001591,ft_evt_0053,General,43000,false,
ft_tkt_0003077,ft_sal_001591,ft_evt_0053,General,43000,true,2026-07-09 20:09:00
ft_tkt_0003078,ft_sal_001591,ft_evt_0053,General,43000,true,2026-07-09 20:46:00
ft_tkt_0003079,ft_sal_001591,ft_evt_0053,General,43000,false,
ft_tkt_0003080,ft_sal_001592,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003081,ft_sal_001593,ft_evt_0053,General,43000,true,2026-07-09 20:52:00
ft_tkt_0003082,ft_sal_001593,ft_evt_0053,General,43000,true,2026-07-09 19:50:00
ft_tkt_0003083,ft_sal_001594,ft_evt_0053,General,47000,true,2026-07-09 20:04:00
ft_tkt_0003084,ft_sal_001594,ft_evt_0053,General,47000,true,2026-07-09 20:41:00
ft_tkt_0003085,ft_sal_001594,ft_evt_0053,General,47000,true,2026-07-09 20:43:00
ft_tkt_0003086,ft_sal_001595,ft_evt_0053,General,41000,false,
ft_tkt_0003087,ft_sal_001596,ft_evt_0053,Preferencial,90000,true,2026-07-09 20:30:00
ft_tkt_0003088,ft_sal_001597,ft_evt_0053,General,59000,true,2026-07-09 20:18:00
ft_tkt_0003089,ft_sal_001598,ft_evt_0053,VIP,148000,true,2026-07-09 20:36:00
ft_tkt_0003090,ft_sal_001599,ft_evt_0053,General,61000,true,2026-07-09 19:46:00
ft_tkt_0003091,ft_sal_001600,ft_evt_0053,General,44000,true,2026-07-09 19:48:00
ft_tkt_0003092,ft_sal_001601,ft_evt_0053,General,43000,true,2026-07-09 19:43:00
ft_tkt_0003093,ft_sal_001602,ft_evt_0053,Preferencial,100000,true,2026-07-09 20:43:00
ft_tkt_0003094,ft_sal_001602,ft_evt_0053,Preferencial,100000,false,
ft_tkt_0003095,ft_sal_001603,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003096,ft_sal_001603,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003097,ft_sal_001603,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003098,ft_sal_001604,ft_evt_0053,General,55000,false,
ft_tkt_0003099,ft_sal_001604,ft_evt_0053,General,55000,true,2026-07-09 20:20:00
ft_tkt_0003100,ft_sal_001604,ft_evt_0053,General,55000,false,
ft_tkt_0003101,ft_sal_001604,ft_evt_0053,General,55000,true,2026-07-09 20:08:00
ft_tkt_0003102,ft_sal_001605,ft_evt_0053,General,59000,true,2026-07-09 20:52:00
ft_tkt_0003103,ft_sal_001605,ft_evt_0053,General,59000,true,2026-07-09 20:21:00
ft_tkt_0003104,ft_sal_001606,ft_evt_0053,General,46000,false,
ft_tkt_0003105,ft_sal_001607,ft_evt_0053,General,59000,true,2026-07-09 20:29:00
ft_tkt_0003106,ft_sal_001608,ft_evt_0053,Preferencial,90000,true,2026-07-09 20:18:00
ft_tkt_0003107,ft_sal_001608,ft_evt_0053,Preferencial,90000,true,2026-07-09 20:38:00
ft_tkt_0003108,ft_sal_001609,ft_evt_0053,General,46000,false,
ft_tkt_0003109,ft_sal_001610,ft_evt_0053,General,54000,true,2026-07-09 20:06:00
ft_tkt_0003110,ft_sal_001611,ft_evt_0053,General,42000,false,
ft_tkt_0003111,ft_sal_001611,ft_evt_0053,General,42000,false,
ft_tkt_0003112,ft_sal_001611,ft_evt_0053,General,42000,false,
ft_tkt_0003113,ft_sal_001611,ft_evt_0053,General,42000,false,
ft_tkt_0003114,ft_sal_001612,ft_evt_0053,VIP,132000,true,2026-07-09 20:49:00
ft_tkt_0003115,ft_sal_001613,ft_evt_0053,General,59000,true,2026-07-09 20:42:00
ft_tkt_0003116,ft_sal_001614,ft_evt_0053,General,64000,true,2026-07-09 20:30:00
ft_tkt_0003117,ft_sal_001615,ft_evt_0053,General,44000,true,2026-07-09 19:51:00
ft_tkt_0003118,ft_sal_001616,ft_evt_0053,General,57000,false,
ft_tkt_0003119,ft_sal_001617,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003120,ft_sal_001617,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003121,ft_sal_001617,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003122,ft_sal_001617,ft_evt_0053,Cortesía,0,false,
ft_tkt_0003123,ft_sal_001618,ft_evt_0053,General,48000,false,
ft_tkt_0003124,ft_sal_001618,ft_evt_0053,General,48000,true,2026-07-09 20:16:00
ft_tkt_0003125,ft_sal_001619,ft_evt_0053,General,63000,false,
ft_tkt_0003126,ft_sal_001619,ft_evt_0053,General,63000,true,2026-07-09 19:49:00
ft_tkt_0003127,ft_sal_001619,ft_evt_0053,General,63000,false,
ft_tkt_0003128,ft_sal_001619,ft_evt_0053,General,63000,false,
ft_tkt_0003129,ft_sal_001620,ft_evt_0053,Preferencial,96000,true,2026-07-09 20:09:00
ft_tkt_0003130,ft_sal_001621,ft_evt_0053,General,58000,false,
ft_tkt_0003131,ft_sal_001622,ft_evt_0053,General,42000,true,2026-07-09 20:47:00
ft_tkt_0003132,ft_sal_001623,ft_evt_0002,Cortesía,0,true,2026-07-10 19:32:00
ft_tkt_0003133,ft_sal_001623,ft_evt_0002,Cortesía,0,true,2026-07-10 19:46:00
ft_tkt_0003134,ft_sal_001624,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003135,ft_sal_001624,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003136,ft_sal_001625,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003137,ft_sal_001626,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003138,ft_sal_001627,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003139,ft_sal_001627,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003140,ft_sal_001628,ft_evt_0002,Cortesía,0,true,2026-07-10 19:46:00
ft_tkt_0003141,ft_sal_001629,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003142,ft_sal_001629,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003143,ft_sal_001630,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003144,ft_sal_001631,ft_evt_0002,Cortesía,0,true,2026-07-10 19:31:00
ft_tkt_0003145,ft_sal_001632,ft_evt_0002,Cortesía,0,true,2026-07-10 19:58:00
ft_tkt_0003146,ft_sal_001632,ft_evt_0002,Cortesía,0,true,2026-07-10 19:29:00
ft_tkt_0003147,ft_sal_001633,ft_evt_0002,Cortesía,0,true,2026-07-10 19:50:00
ft_tkt_0003148,ft_sal_001633,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003149,ft_sal_001634,ft_evt_0002,Cortesía,0,true,2026-07-10 20:18:00
ft_tkt_0003150,ft_sal_001634,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003151,ft_sal_001635,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003152,ft_sal_001635,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003153,ft_sal_001636,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003154,ft_sal_001636,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003155,ft_sal_001637,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003156,ft_sal_001638,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003157,ft_sal_001638,ft_evt_0002,Cortesía,0,true,2026-07-10 19:32:00
ft_tkt_0003158,ft_sal_001639,ft_evt_0002,Cortesía,0,true,2026-07-10 19:22:00
ft_tkt_0003159,ft_sal_001639,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003160,ft_sal_001639,ft_evt_0002,Cortesía,0,true,2026-07-10 20:17:00
ft_tkt_0003161,ft_sal_001640,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003162,ft_sal_001640,ft_evt_0002,Cortesía,0,true,2026-07-10 19:36:00
ft_tkt_0003163,ft_sal_001641,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003164,ft_sal_001641,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003165,ft_sal_001642,ft_evt_0002,Cortesía,0,true,2026-07-10 19:36:00
ft_tkt_0003166,ft_sal_001642,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003167,ft_sal_001642,ft_evt_0002,Cortesía,0,true,2026-07-10 19:21:00
ft_tkt_0003168,ft_sal_001642,ft_evt_0002,Cortesía,0,true,2026-07-10 19:24:00
ft_tkt_0003169,ft_sal_001643,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003170,ft_sal_001643,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003171,ft_sal_001644,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003172,ft_sal_001644,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003173,ft_sal_001645,ft_evt_0002,Cortesía,0,true,2026-07-10 19:24:00
ft_tkt_0003174,ft_sal_001645,ft_evt_0002,Cortesía,0,true,2026-07-10 20:00:00
ft_tkt_0003175,ft_sal_001646,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003176,ft_sal_001647,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003177,ft_sal_001648,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003178,ft_sal_001648,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003179,ft_sal_001649,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003180,ft_sal_001649,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003181,ft_sal_001649,ft_evt_0002,Cortesía,0,true,2026-07-10 20:11:00
ft_tkt_0003182,ft_sal_001649,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003183,ft_sal_001649,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003184,ft_sal_001649,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003185,ft_sal_001650,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003186,ft_sal_001650,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003187,ft_sal_001650,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003188,ft_sal_001650,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003189,ft_sal_001651,ft_evt_0002,Cortesía,0,true,2026-07-10 19:48:00
ft_tkt_0003190,ft_sal_001651,ft_evt_0002,Cortesía,0,true,2026-07-10 19:53:00
ft_tkt_0003191,ft_sal_001652,ft_evt_0002,Cortesía,0,true,2026-07-10 19:54:00
ft_tkt_0003192,ft_sal_001653,ft_evt_0002,Cortesía,0,true,2026-07-10 19:27:00
ft_tkt_0003193,ft_sal_001653,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003194,ft_sal_001654,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003195,ft_sal_001655,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003196,ft_sal_001656,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003197,ft_sal_001656,ft_evt_0002,Cortesía,0,true,2026-07-10 19:58:00
ft_tkt_0003198,ft_sal_001657,ft_evt_0002,Cortesía,0,true,2026-07-10 19:40:00
ft_tkt_0003199,ft_sal_001657,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003200,ft_sal_001657,ft_evt_0002,Cortesía,0,true,2026-07-10 19:38:00
ft_tkt_0003201,ft_sal_001658,ft_evt_0002,Cortesía,0,true,2026-07-10 20:07:00
ft_tkt_0003202,ft_sal_001658,ft_evt_0002,Cortesía,0,true,2026-07-10 19:59:00
ft_tkt_0003203,ft_sal_001659,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003204,ft_sal_001660,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003205,ft_sal_001661,ft_evt_0002,Cortesía,0,true,2026-07-10 19:46:00
ft_tkt_0003206,ft_sal_001662,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003207,ft_sal_001663,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003208,ft_sal_001663,ft_evt_0002,Cortesía,0,true,2026-07-10 20:07:00
ft_tkt_0003209,ft_sal_001664,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003210,ft_sal_001664,ft_evt_0002,Cortesía,0,true,2026-07-10 19:47:00
ft_tkt_0003211,ft_sal_001664,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003212,ft_sal_001665,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003213,ft_sal_001665,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003214,ft_sal_001666,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003215,ft_sal_001666,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003216,ft_sal_001667,ft_evt_0002,Cortesía,0,true,2026-07-10 19:15:00
ft_tkt_0003217,ft_sal_001667,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003218,ft_sal_001668,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003219,ft_sal_001669,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003220,ft_sal_001670,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003221,ft_sal_001670,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003222,ft_sal_001671,ft_evt_0002,Cortesía,0,true,2026-07-10 20:00:00
ft_tkt_0003223,ft_sal_001672,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003224,ft_sal_001672,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003225,ft_sal_001672,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003226,ft_sal_001672,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003227,ft_sal_001672,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003228,ft_sal_001672,ft_evt_0002,Cortesía,0,true,2026-07-10 20:07:00
ft_tkt_0003229,ft_sal_001673,ft_evt_0002,Cortesía,0,true,2026-07-10 20:21:00
ft_tkt_0003230,ft_sal_001674,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003231,ft_sal_001674,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003232,ft_sal_001674,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003233,ft_sal_001675,ft_evt_0002,Cortesía,0,true,2026-07-10 19:35:00
ft_tkt_0003234,ft_sal_001675,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003235,ft_sal_001676,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003236,ft_sal_001676,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003237,ft_sal_001677,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003238,ft_sal_001677,ft_evt_0002,Cortesía,0,true,2026-07-10 19:10:00
ft_tkt_0003239,ft_sal_001677,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003240,ft_sal_001677,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003241,ft_sal_001678,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003242,ft_sal_001678,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003243,ft_sal_001679,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003244,ft_sal_001679,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003245,ft_sal_001680,ft_evt_0002,Cortesía,0,true,2026-07-10 19:18:00
ft_tkt_0003246,ft_sal_001681,ft_evt_0002,Cortesía,0,true,2026-07-10 19:57:00
ft_tkt_0003247,ft_sal_001682,ft_evt_0002,Cortesía,0,true,2026-07-10 19:56:00
ft_tkt_0003248,ft_sal_001682,ft_evt_0002,Cortesía,0,true,2026-07-10 19:38:00
ft_tkt_0003249,ft_sal_001683,ft_evt_0002,Cortesía,0,true,2026-07-10 19:46:00
ft_tkt_0003250,ft_sal_001683,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003251,ft_sal_001684,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003252,ft_sal_001684,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003253,ft_sal_001685,ft_evt_0002,Cortesía,0,true,2026-07-10 20:16:00
ft_tkt_0003254,ft_sal_001686,ft_evt_0002,Cortesía,0,true,2026-07-10 20:00:00
ft_tkt_0003255,ft_sal_001687,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003256,ft_sal_001688,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003257,ft_sal_001688,ft_evt_0002,Cortesía,0,true,2026-07-10 19:36:00
ft_tkt_0003258,ft_sal_001688,ft_evt_0002,Cortesía,0,true,2026-07-10 20:04:00
ft_tkt_0003259,ft_sal_001689,ft_evt_0002,Cortesía,0,true,2026-07-10 20:25:00
ft_tkt_0003260,ft_sal_001689,ft_evt_0002,Cortesía,0,true,2026-07-10 20:04:00
ft_tkt_0003261,ft_sal_001690,ft_evt_0002,Cortesía,0,true,2026-07-10 19:52:00
ft_tkt_0003262,ft_sal_001691,ft_evt_0002,Cortesía,0,true,2026-07-10 19:40:00
ft_tkt_0003263,ft_sal_001691,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003264,ft_sal_001691,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003265,ft_sal_001691,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003266,ft_sal_001691,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003267,ft_sal_001691,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003268,ft_sal_001692,ft_evt_0002,Cortesía,0,true,2026-07-10 20:15:00
ft_tkt_0003269,ft_sal_001693,ft_evt_0002,Cortesía,0,true,2026-07-10 19:32:00
ft_tkt_0003270,ft_sal_001693,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003271,ft_sal_001693,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003272,ft_sal_001694,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003273,ft_sal_001694,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003274,ft_sal_001695,ft_evt_0002,Cortesía,0,true,2026-07-10 19:28:00
ft_tkt_0003275,ft_sal_001696,ft_evt_0002,Cortesía,0,true,2026-07-10 19:28:00
ft_tkt_0003276,ft_sal_001696,ft_evt_0002,Cortesía,0,true,2026-07-10 19:36:00
ft_tkt_0003277,ft_sal_001697,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003278,ft_sal_001698,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003279,ft_sal_001699,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003280,ft_sal_001699,ft_evt_0002,Cortesía,0,true,2026-07-10 19:53:00
ft_tkt_0003281,ft_sal_001699,ft_evt_0002,Cortesía,0,true,2026-07-10 19:52:00
ft_tkt_0003282,ft_sal_001700,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003283,ft_sal_001701,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003284,ft_sal_001702,ft_evt_0002,Cortesía,0,true,2026-07-10 20:20:00
ft_tkt_0003285,ft_sal_001702,ft_evt_0002,Cortesía,0,true,2026-07-10 19:22:00
ft_tkt_0003286,ft_sal_001703,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003287,ft_sal_001704,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003288,ft_sal_001705,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003289,ft_sal_001705,ft_evt_0002,Cortesía,0,true,2026-07-10 20:13:00
ft_tkt_0003290,ft_sal_001706,ft_evt_0002,Cortesía,0,true,2026-07-10 20:20:00
ft_tkt_0003291,ft_sal_001707,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003292,ft_sal_001708,ft_evt_0002,Cortesía,0,true,2026-07-10 20:20:00
ft_tkt_0003293,ft_sal_001709,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003294,ft_sal_001710,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003295,ft_sal_001711,ft_evt_0002,Cortesía,0,true,2026-07-10 19:43:00
ft_tkt_0003296,ft_sal_001711,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003297,ft_sal_001711,ft_evt_0002,Cortesía,0,true,2026-07-10 19:42:00
ft_tkt_0003298,ft_sal_001711,ft_evt_0002,Cortesía,0,true,2026-07-10 19:30:00
ft_tkt_0003299,ft_sal_001711,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003300,ft_sal_001711,ft_evt_0002,Cortesía,0,true,2026-07-10 19:41:00
ft_tkt_0003301,ft_sal_001712,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003302,ft_sal_001713,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003303,ft_sal_001713,ft_evt_0002,Cortesía,0,true,2026-07-10 19:53:00
ft_tkt_0003304,ft_sal_001714,ft_evt_0002,Cortesía,0,true,2026-07-10 19:42:00
ft_tkt_0003305,ft_sal_001714,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003306,ft_sal_001715,ft_evt_0002,Cortesía,0,true,2026-07-10 20:19:00
ft_tkt_0003307,ft_sal_001715,ft_evt_0002,Cortesía,0,true,2026-07-10 19:25:00
ft_tkt_0003308,ft_sal_001716,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003309,ft_sal_001716,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003310,ft_sal_001717,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003311,ft_sal_001718,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003312,ft_sal_001719,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003313,ft_sal_001719,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003314,ft_sal_001720,ft_evt_0002,Cortesía,0,true,2026-07-10 19:14:00
ft_tkt_0003315,ft_sal_001721,ft_evt_0002,Cortesía,0,false,
ft_tkt_0003316,ft_sal_001722,ft_evt_0002,Cortesía,0,false,
